index,date of death,name,age,bio,cause of death,Unnamed: 5,Unnamed: 6
3913,2016-07-26,Sandy Pearlman,72,"American record producer and band manager (Blue Öyster Cult, The Clash, Black Sabbath)", pneumonia as a complication from a stroke,,
3914,2016-07-26,Jacques Hamel,85,French Roman Catholic priest, stabbed,,
3915,2016-07-26,JT McNamara,41,Irish jockey.,fall,,
3916,2016-07-26,Roy Adler,85,American mathematician.,,,
3917,2016-07-26,Jeffrey Grey,57,Australian military historian.,,,
3918,2016-07-26,Jerry Molyneaux,60,Irish Gaelic games administrator.,,,
3919,2016-07-26,Pia Pera,60,Italian novelist (Lo's Diary).,,,
3920,2016-07-26,Maggie Macdonald,63,Scottish Gaelic singer.,,,
3921,2016-07-26,Mohamed Khan,73,"British-Egyptian film director (Ayyam El Sadat, Mr Karate, Before the Summer Crowds).",,,
3922,2016-07-26,Heinz Kiehl,73,"German wrestler, Olympic bronze medalist (1964)",,,
3923,2016-07-26,John H. Flood,77,"American politician, member of the Massachusetts House of Representatives (1981–1991)",,,
3924,2016-07-26,E. Melvin Porter,86,"American politician, member of the Oklahoma Senate (1965–1987)",,,
3925,2016-07-26,Solomon Feferman,88,American philosopher and mathematician.,,,
3926,2016-07-26,Roger Ekins,89,British biophysicist.,,,
3927,2016-07-26,Sylvia Peters,90,British continuity announcer and actress (BBC TV).,,,
3928,2016-07-26,Anne Balfour-Fraser,92,British film producer.,,,
3929,2016-07-26,Henry Connor,93,New Zealand botanist.,,,
3930,2016-07-26,C.-H. Hermansson,98,"Swedish politician, MP (1963–1985), leader of the Left Party-Communists (1964–1975).",,,
3931,2016-07-27,Einojuhani Rautavaara,87,Finnish composer, complications following hip surgery,,
3932,2016-07-27,Richard Thompson,58,American cartoonist (Cul de Sac), Parkinson's disease,,
3933,2016-07-27,James Alan McPherson,72,"American writer (Elbow Room), awarded Pulitzer Prize (1978)", pneumonia,,
3934,2016-07-27,Doug Griffin,69,American baseball player (Boston Red Sox).,,,
3935,2016-07-27,Ford Spinks,89,American politician.,,,
3936,2016-07-27,Dominik Hrušovský,90,"Slovak Roman Catholic prelate, Auxiliary Bishop of Bratislava-Trnava (1992–1996) and Apostolic Nuncio to Belarus (1996–2001)",,,
3937,2016-07-27,Jerry Doyle,60,"American talk show host and actor (Babylon 5), founder of EpicTimes",,,
3938,2016-07-27,Sue Gibson,64,"American-British cinematographer and second unit director (Resident Evil, The Holiday, Alien vs. Predator).",,,
3939,2016-07-27,Pat Upton,75,American singer-songwriter (Spiral Starecase).,,,
3940,2016-07-27,Jean Briggs,87,"American-born Canadian anthropologist, expert in Inuit studies and language",,,
3941,2016-07-27,Neelamraju Ganga Prasada Rao,88,Indian geneticist and plant breeder.,,,
3942,2016-07-27,Máximo Mosquera,88,Peruvian footballer.,,,
3943,2016-07-27,Gerard Noel,89,British author and editor (The Catholic Herald).,,,
3944,2016-07-27,Jack Davis,91,"American cartoonist and illustrator (Tales from the Crypt, The Vault of Horror, Georgia Bulldogs), co-founder of Mad.",,,
3945,2016-07-27,LaVon Crosby,92,"American politician, member of the Nebraska Senate (1989–2000)",,,
3946,2016-07-27,Milton Murayama,93,American Nisei novelist and playwright.,,,
3947,2016-07-27,Piet de Jong,101,"Dutch politician and naval officer, Minister of Defence (1963–1967), Prime Minister (1967–1971).",,,
3948,2016-07-27,Paco Cano,103,Spanish photojournalist.,,,
3949,2016-07-28,Mahasweta Devi,90,Indian writer (Hajar Churashir Maa), blood infection and kidney failure,,
3950,2016-07-28,Vladica Kovačević,76,Serbian footballer.,,,
3951,2016-07-28,Richard Grant Hiskey,87,American chemist.,,,
3952,2016-07-28,Lachhu Maharaj,71,Indian tabla player.,,,
3953,2016-07-28,Patrick Jourdain,73,British bridge player and journalist.,,,
3954,2016-07-28,Sheikh Hussain Zakiri,76,Indian Muslim scholar.,,,
3955,2016-07-28,Gnanakoothan,77,Indian Tamil poet.,,,
3956,2016-07-28,Marianne Ihlen,81,Norwegian muse.,,,
3957,2016-07-28,Conrad K. Cyr,84,"American federal judge, member of the US Court of Appeals for the First Circuit (1989–1997) and the District Court for the District of Maine (1981–1989)",,,
3958,2016-07-28,Boualem Bessaïh,86,"Algerian politician, Minister of Foreign Affairs (1988–1989)",,,
3959,2016-07-28,Monte Nitzkowski,86,American water polo coach.,,,
3960,2016-07-28,Bob Brown,92,"American basketball player (Providence Steamrollers, Denver Nuggets)",,,
3961,2016-07-28,Émile Derlin Zinsou,98,"Beninese politician, President (1968–1969)",,,
3962,2016-07-28,Norman Guthkelch,100,British paediatric neurosurgeon.,,,
3963,2016-07-29,Doris Benegas,64,"Venezuelan-born Spanish Basque politician, leader of the Castilian Left.", abdominal tumor,,
3964,2016-07-29,Zelda Fichandler,91,American stage producer and director (Arena Stage), heart failure,,
3965,2016-07-29,Ken Barrie,83,British voice actor (Postman Pat) and singer, liver cancer,,
3966,2016-07-29,Antonio Armstrong,42,"American football player (Miami Dolphins, BC Lions)", shot,,
3967,2016-07-29,Danny Nykoluk,82,Canadian football player (Toronto Argonauts).,,,
3968,2016-07-29,Lucille Dumont,97,Canadian singer.,,,
3969,2016-07-29,Keith L. Brown,91,"American businessman and diplomat, Ambassador to Lesotho (1982–1983) and Denmark (1989–1992)",,,
3970,2016-07-29,Daasebre Gyamenah,37,Ghanaian musician.,,,
3971,2016-07-29,Braj Kachru,84,Indian linguist.,,,
3972,2016-07-29,Yowabu Magada Kawaluuko,86,Ugandan politician.,,,
3973,2016-07-29,Tommy George,87,Australian Aboriginal elder.,,,
3974,2016-07-29,Madhusudan Dhaky,88,Indian architectural historian.,,,
3975,2016-07-29,Patrick Lalor,90,"Irish hurler (Laois) and politician, TD (1961–1981), MEP (1979–1994).",,,
3976,2016-07-29,Anne Hepburn,90,Scottish missionary and teacher.,,,
3977,2016-07-29,Vivean Gray,92,"British-born Australian actress (Neighbours, The Sullivans, Prisoner).",,,
3978,2016-07-29,Burt L. Talcott,96,"American politician, member of the United States House of Representative from California's 12th and 16th congressional districts (1963–1977)",,,
3979,2016-07-30,William Bell,70,Canadian writer, cancer,,
3980,2016-07-30,Gloria DeHaven,91,"American actress (Summer Stock, Mary Hartman, Mary Hartman, Out to Sea)", complications from a stroke,,
3981,2016-07-30,Ritva Vepsä,75,Finnish actress (Time of Roses), lung cancer,,
3982,2016-07-30,Ed Ross,50,American photographer, motorcycle accident,,
3983,2016-07-30,Dave Schwartz,63,American meteorologist (The Weather Channel), stomach cancer,,
3984,2016-07-30,Derek Hatfield,63,Canadian sailor.,,,
3985,2016-07-30,Alan Brice,78,American baseball player (Chicago White Sox).,,,
3986,2016-07-30,András Hajnal,85,Hungarian mathematician.,,,
3987,2016-07-30,Ralph Stewart,90,American football player and coach.,,,
3988,2016-07-30,Ignatius Huang Shou-cheng,93,Chinese clandestine Roman Catholic prelate,,,
3989,2016-07-30,Nigel Gray,69,British record producer (Outlandos d'Amour).,,,
3990,2016-07-30,Clive Foxell,86,English physicist and author.,,,
3991,2016-07-30,Igor de Rachewiltz,87,Italian historian of Mongol studies.,,,
3992,2016-07-31,Sylvie Roy,51,"Canadian politician, Quebec MNA for Lotbinière and Arthabaska (since 2003)", acute hepatits,,
3993,2016-07-31,Destin Onka Malonga,28,Congolese football player, fall,,
3994,2016-07-31,Mike Mohede,32,Indonesian singer, heart attack,,
3995,2016-07-31,Chiyonofuji Mitsugu,61,Japanese sumo wrestler, pancreatic cancer,,
3996,2016-07-31,Peter Martell,57,Canadian football player.,,,
3997,2016-07-31,Gwynn ap Gwilym,61,Welsh author.,,,
3998,2016-07-31,Anwar Ali Cheema,81,Pakistani politician.,,,
3999,2016-07-31,"Thomas Danson, Jr",82,American politician.,,,
4000,2016-07-31,Angelika Schrobsdorff,88,German writer.,,,
4001,2016-07-31,Mariana Karr,66,"Argentine actress (Alborada, Amorcito corazón, Juro Que Te Amo).",,,
4002,2016-07-31,Jean-Claude Wicky,70,Swiss photographer.,,,
4003,2016-07-31,Penny Lang,74,Canadian folk musician.,,,
4004,2016-07-31,Bill Holdsworth,87,English cricketer (Yorkshire).,,,
4005,2016-07-31,Fazil Iskander,87,Soviet and Russian writer.,,,
4006,2016-07-31,Seymour Papert,88,"South African-born American mathematician, computer scientist and educator",,,
4007,2016-07-31,Eric Moon,93,British-born American librarian.,,,
4008,2016-07-31,Inez Y. Kaiser,98,American public relations expert.,,,
4009,2016-07-31,Bobbie Heine Miller,106,South African-born Australian tennis player.,,,
4010,2016-08-01,Frank Blas,75,"Guamanian politician, Lieutenant Governor (1987–1995)", cancer,,
4011,2016-08-01,Jim Northrup,73,American Ojibwe writer, kidney cancer,,
4012,2016-08-01,Peter Paul Brennan,75,"American Old Catholic prelate, Archbishop of New York",,,
4013,2016-08-01,Andre Hajdu,84,"Hungarian-born Israeli composer and educator (Tel Aviv University, Bar-Ilan University)",,,
4014,2016-08-01,Trayan Dyankov,40,Bulgarian football player and manager (FC Spartak Varna).,,,
4015,2016-08-01,Jonathan D. Krane,65,"American film producer (Face/Off, Look Who's Talking, Michael).",,,
4016,2016-08-01,Oscar Celli Gerbasi,70,"Venezuelan politician, Governor of Carabobo (1985–1989)",,,
4017,2016-08-01,Hamza Hamit Homriş,72,Turkish politician.,,,
4018,2016-08-01,Yabezi Kiiza,78,"Ugandan politician, Prime Minister of Bunyoro (2009–2012)",,,
4019,2016-08-01,Allen K. Ono,82,American army lieutenant general.,,,
4020,2016-08-01,Dai Dower,83,Welsh flyweight boxer.,,,
4021,2016-08-01,Harrie Langman,85,"Dutch politician, Minister of Economic Affairs (1971–1973)",,,
4022,2016-08-01,George Brigars Williams,87,Ghanaian actor.,,,
4023,2016-08-01,Sir Derek Oulton,89,"British civil servant, Permanent Secretary of the Lord Chancellor's Department and Clerk of the Crown in Chancery (1982–1989)",,,
4024,2016-08-01,Raimundo Ongaro,91,Argentine union leader (CGTA).,,,
4025,2016-08-01,Anne of Romania,92,"French-born Romanian royal, queen consort of King Michael",,,
4026,2016-08-02,David Huddleston,85,"American actor (The Big Lebowski, Blazing Saddles, Santa Claus: The Movie)", heart and kidney disease,,
4027,2016-08-02,Greg Stemrick,64,American football player (Houston Oilers), heart attack,,
4028,2016-08-02,Jonathan Borwein,65,Scottish mathematician.,,,
4029,2016-08-02,René Landry,79,Canadian politician.,,,
4030,2016-08-02,John Fox,87,English cricketer.,,,
4031,2016-08-02,James Martin Hayes,92,"Canadian Roman Catholic prelate, Archbishop of Halifax (1967–1990)",,,
4032,2016-08-02,Franciszek Macharski,89,"Polish Roman Catholic cardinal, Archbishop of Kraków (1979–2005)",,,
4033,2016-08-02,Neil Wilkinson,61,"English footballer (Blackburn Rovers, Port Vale, Crewe Alexandra).",,,
4034,2016-08-02,Ahmed Zewail,70,"Egyptian-American scientist, laureate of the Nobel Prize in Chemistry (1999)",,,
4035,2016-08-02,Álvaro Pérez Intriago,79,"Ecuadorian politician, member of the National Congress (1984–1986, 1996–2002), Mayor of Quito (1978–1982).",,,
4036,2016-08-02,Robert Mabro,81,Egyptian economist.,,,
4037,2016-08-02,Terence Bayler,86,"New Zealand actor (Monty Python's Life of Brian, Time Bandits, Harry Potter and the Philosopher's Stone).",,,
4038,2016-08-02,Gordon Danby,86,American physicist and inventor.,,,
4039,2016-08-02,Juan Carlos Mesa,86,Argentine humorist.,,,
4040,2016-08-02,Tony Chater,86,British newspaper editor and communist activist.,,,
4041,2016-08-02,Forbes Carlile,95,Australian swimming coach and modern pentathlete.,,,
4042,2016-08-03,Louis Herman,86,American marine biologist, bile duct cancer,,
4043,2016-08-03,Chris Amon,73,New Zealand motor racing driver, cancer,,
4044,2016-08-03,Shahram Amiri,38,Iranian nuclear scientist, execution by hanging,,
4045,2016-08-03,Blake Krikorian,48,"American businessman and entrepreneur, founder of Slingbox", heart attack,,
4046,2016-08-03,Steve LaTourette,62,"American politician, member of the US House of Representatives for Ohio's 14th district (1995–2013)", pancreatic cancer,,
4047,2016-08-03,Mel Hurtig,84,Canadian publisher and political activist, pneumonia,,
4048,2016-08-03,Shakira Martin,30,"American-born Jamaican model and beauty queen, Miss Jamaica Universe (2011)", sickle-cell disease,,
4049,2016-08-03,Elliot Tiber,81,"American artist and writer (Taking Woodstock: A True Story of a Riot, a Concert and a Life)", stroke,,
4050,2016-08-03,Russell Coughlin,56,"Welsh footballer (Carlisle, Plymouth, Swansea)", traffic collision,,
4051,2016-08-03,Ricci Martin,62,American musician.,,,
4052,2016-08-03,Mansueto Bianchi,66,Italian Roman Catholic prelate,,,
4053,2016-08-03,Irving Sablosky,92,American diplomat.,,,
4054,2016-08-03,Abdul Jeelani,62,"American basketball player (Portland Trail Blazers, Dallas Mavericks)",,,
4055,2016-08-03,Robert Rosencrans,89,"American businessman, chairman of C-SPAN",,,
4056,2016-08-03,Elizabeth Colson,99,American social anthropologist.,,,
4057,2016-08-04,Bruce Burrell,63,Australian murderer, liver and lung cancer,,
4058,2016-08-04,Snaffu Rigor,69,Filipino singer and songwriter, lung cancer,,
4059,2016-08-04,Robert Ramsay,42,American baseball player (Seattle Mariners), seizure,,
4060,2016-08-04,Craven C. Rogers Jr.,81,American air force lieutenant general.,,,
4061,2016-08-04,Albert Nicholas,85,American businessman and philanthropist.,,,
4062,2016-08-04,Gaspar Saladino,88,"American comic letterer (Superman vs. Muhammad Ali, Arkham Asylum)",,,
4063,2016-08-04,Ducksy Walsh,50,Irish handball player.,,,
4064,2016-08-04,Charles Toubé,58,"Cameroonian footballer (Tonnerre Yaoundé, national team)",,,
4065,2016-08-04,Jean Antone,73,"American professional wrestler (AWA, AJW, CSW).",,,
4066,2016-08-04,"David Dudley Dowd, Jr",87,"American federal judge, member of the US District Court for the Northern District of Ohio (1982–1996)",,,
4067,2016-08-04,Zinaida Sharko,87,Russian stage actress.,,,
4068,2016-08-04,Eugene Atkinson,89,"American politician, member of the United States House of Representatives from Pennsylvania's 25th congressional district (1979–1983)",,,
4069,2016-08-04,Patrice Munsel,91,American coloratura soprano.,,,
4070,2016-08-04,Likas Tarigan,92,"Indonesian politician, member of the People's Consultative Assembly (1978–1988)",,,
4071,2016-08-05,Mahim Bora,92,Indian writer, brain haemorrhage,,
4072,2016-08-05,Joe Davis,75,Scottish footballer (Hibernian, Carlisle United),,
4073,2016-08-05,David Attwooll,67,British poet and publisher, Erdheim–Chester disease,,
4074,2016-08-05,Harold Hillman,85,British scientist, heart failure,,
4075,2016-08-05,Leslie Brown,61,American historian, leukemia,,
4076,2016-08-05,Richard Fagan,69,American songwriter and musician, liver cancer,,
4077,2016-08-05,Joellyn Duesberry,72,American landscape artist, pancreatic cancer,,
4078,2016-08-05,Howard Schachman,97,American biochemist, pneumonia,,
4079,2016-08-05,Eleuterio Fernández Huidobro,74,"Uruguayan politician, Minister of Defence (since 2011)", respiratory problems,,
4080,2016-08-05,Ines Mandl,98,Austrian-born American biochemist.,,,
4081,2016-08-05,George E. Mendenhall,99,American Biblical scholar.,,,
4082,2016-08-05,Salvador Q. Quizon,91,"Filipino Roman Catholic prelate, Auxiliary Bishop of Lipa (1979–2002)",,,
4083,2016-08-05,Vander Lee,50,Brazilian singer-songwriter.,,,
4084,2016-08-05,Hans-Jürgen Appelrath,64,German educator (University of Oldenburg).,,,
4085,2016-08-05,Alan Bates,71,"American physician and politician, member of the Oregon House of Representatives (2001–2005) and Senate (since 2005)",,,
4086,2016-08-05,Stuart D. B. Picken,74,"Scottish philosopher, academic, and cleric",,,
4087,2016-08-05,Shamim Ara,78,Pakistani actress and director.,,,
4088,2016-08-05,Sir Leonard Peach,83,"British civil servant, Chief Executive of the National Health Service (1986–1989)",,,
4089,2016-08-05,Annet Nieuwenhuyzen,85,Dutch actress.,,,
4090,2016-08-05,John Alan Robinson,86,"British philosopher, mathematician and computer scientist",,,
4091,2016-08-05,Sir Robin Chichester-Clark,88,"British politician, MP for Londonderry (1955–1974)",,,
4092,2016-08-05,Leovigildo López Fitoria,89,Nicaraguan Roman Catholic prelate,,,
4093,2016-08-05,Don Donnithorne,90,New Zealand architect.,,,
4094,2016-08-05,Alphons Egli,91,"Swiss politician, member of the Federal Council (1983–1989)",,,
4095,2016-08-05,Paul Byttebier,93,Belgian physician and civil servant.,,,
4096,2016-08-05,Erling Ree-Pedersen,94,"Norwegian civil servant, Director of Tax Administration (1976–1982)",,,
4097,2016-08-06,Helen Delich Bentley,92,"American politician, member of the US House of Representatives for Maryland's 2nd district (1985–1995)", brain cancer,,
